duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.48507100792009639,1.5,0,0,0,3.1179043075150688,-8.9855293766591444,8.9271908225257519,-3.1463784256506173,-2,0,0,0,12.7336164192991,-29.585167582794657,26.532457607620529,-8.8766272768126324,1.25,0,0,0,0.13455610171501828,-0.39246882354968915,0.39779231892333322,-0.14210478923752282,0,0,0,0,0,0,0,0
0.44247379573970025,1.5277197172984924,0.087635925200250459,-0.21467531183836391,-0.81159453491319089,0.26367325077270609,1.4496038022680453,-1.7563278570729859,0.65007002771892386,-1.7999999999999978,1.0894787122126379,1.2378418303038734,-1.540369461511458,-0.83649338857174482,3.77465009648918,-3.6081041730411303,1.2489651839488105,1.2511936270086346,0.0039266296264416885,-0.007775014912607626,-0.029701802465062887,0.018985572764831055,0.063112163065726951,-0.0847240744966931,0.032263012639268555,0,0,0,0,0,0,0,0
1.4154775919765861,1.4778299583671135,-0.35441852658685563,-0.5047831903862009,0.32230842860499209,0.2838623038150842,-0.54044383570634769,0.25714481155684493,-0.039043012763210865,-1.2000000000000017,1.412181672738033,-0.14925839416170084,-0.20647638920462349,0.70521590745020157,-0.66924846243856539,0.26033638677881149,-0.036458807179753021,1.2501052702326465,-0.0086515418876902551,-0.0074484210898532275,0.023956153639471199,0.0076216818136046281,-0.029169355863464592,0.015204689154772475,-0.0024239261473359996,0,0,0,0,0,0,0,0
1.0318198460519279,0.57119703305313418,-0.90484767084391582,-0.22568187562446373,0.20106047005685618,0.31163818216300926,0.00071329916352107139,-0.12970675627022094,0.036160410980510413,0.62127533782240008,1.1386990370674308,-0.20270048747971869,0.02135364409773198,0.17381984486466334,0.0077450338390251273,-0.1009099853731369,0.029776740174303293,1.2504218044096902,-0.0028531977755533889,-0.015034237031346053,0.004529913647572362,0.017534829994410951,-0.0020249418636706438,-0.0088124028683492367,0.0030132827475114455,0,0,0,0,0,0,0,0
0.50039493098112908,-0.13927349141436363,0.040289642822049568,1.0780583430393234,0.079693149761868184,-0.36575613998383588,0.0061727465934876885,0.131470451567372,-0.052379297895723813,1.7252421484788893,1.1396984062188971,0.074462248504952963,-0.21453570163951666,-0.25286160194216556,0.048758787735549813,0.11415963486490832,-0.050506966063551914,1.2470725313012785,0.0097787408174922937,0.012931498268930464,-0.01872837713392073,-0.017787932110367704,0.010788245009126327,0.012951751716188099,-0.0077923167228566067,0,0,0,0,0,0,0,0
1.275758749368489,0.13972711347129763,1.0166791768772894,0.74505901698787991,-0.42242725107799617,-0.086221627438178725,0.12546973594982186,-0.05200189452022301,0.0083056649415416493,2.2743772174204437,0.95755727403419322,-0.49230738646065381,-0.42332631943579763,0.076414831842229664,0.1259275840478441,-0.062754373717152687,0.0093880042508995704,1.252222469435071,0.0047006328975516109,-0.021343295251302172,-0.011962551925483979,0.023677576478016178,0.0086998761549090219,-0.01434289880483041,0.0033925155876439179,0,0,0,0,0,0,0,0
0.41753718101354914,1.7893799885457327,0.99707659106398983,-0.58527342998009502,-0.20978556048794961,0.048179039475491674,0.011295900548388148,0.022170278509241147,-0.013378026181771115,2.2248086412039303,-1.0521152980978239,-0.57880100579948957,0.28053051896436781,0.029888336680141656,-0.033558643550935296,0.02108342621820318,-0.0082681050687265795,1.2475870591445066,0.01527469073066241,0.015589669141463869,-0.030632391780465087,-0.024442078244516805,0.014863407913616537,0.015953321298309561,-0.010003940168094761,0,0,0,0,0,0,0,0
2.0675973710805815,2.0900863306312409,0.41554616953363255,-0.78289202033038963,-0.091581091706163797,0.095654321355200023,0.017859326547817904,-0.016930484866994014,0.0025184314025441545,1.7056012057264756,-1.3838349678200783,-0.21316089276606631,0.29384209652738258,-0.0061020617590454738,-0.011010178416076124,-0.0030822627608363515,0.0010403086199386466,1.2539610108575743,0.0082577612091547081,-0.032921275985700368,-0.032958167799249163,0.022819587982904878,0.018204778965371947,-0.013285797539391924,0.0020962757767590389,0,0,0,0,0,0,0,0
0.42446745717137535,0.30000000000000426,-1.4436639267943805,0.038373065965861812,0.080936922258014729,-0.026267930852724081,0.033916775453295828,0.019519230163035514,-0.017747433546164725,-0.069934357130947866,0.15150966356647205,0.46033737962533261,-0.1067634339906829,0.0042578676192921083,0.044145359518326585,0.011974312813046943,-0.01913387665075196,1.244553543453395,0.054044286872751368,-0.021556487938473791,-0.073769069679449711,0.0075833402227077663,0.041578046648686869,0.017053982456216324,-0.021128647714146482,0,0,0,0,0,0,0,0
1.5388236795858321,-0.30000000000000399,-1.3689832501532231,0.14334955505403749,0.10713753441051962,0.050962645243450018,0.016478808987706504,-0.033213225757574016,0.0069689259815833389,0.069920803519350982,0.4932729917159232,0.36304277549362557,-0.023420440463271984,0.079095030456011711,0.0022461808767256074,-0.044877642961381116,0.011240734961146534,1.2588343998387046,0.0054840123700698861,-0.073308203999208246,0.016097737404171759,0.085360637532990516,0.0050683289506396976,-0.045724981124638527,0.011912404864985687,0,0,0,0,0,0,0,0
